,customer_id,company_name,industry,region,signup_date,plan_type,monthly_usage,support_tickets,last_active_date,churn_flag,lifetime_value,nps_score
3613,3614,Mccarty-Reese,Manufacturing,North America,9/26/2023,Free,5,0,10/28/2023,1,20.74,-9
3614,3615,Barnes-Phillips,Technology,North America,4/28/2026,Enterprise,57,8,4/30/2026,0,5529.05,62
3615,3616,Vega-Zavala,Healthcare,Latin America,2/28/2023,Basic,15,1,7/3/2023,0,283.03,18
3616,3617,Smith-Donaldson,Manufacturing,Asia-Pacific,12/2/2025,Basic,11,0,12/10/2025,0,259.23,25
3617,3618,Williams-Gibson,Logistics,North America,9/11/2025,Basic,12,1,12/4/2025,0,240.23,-14
3618,3619,"Johnson, Wright and Smith",Finance,Latin America,2/12/2026,Basic,16,0,3/12/2026,0,237.68,12
3619,3620,"Peterson, Johnson and Allen",Retail,Europe,11/3/2022,Free,6,0,3/1/2023,1,37.49,0
3620,3621,"Sweeney, Sweeney and Lindsey",Finance,Europe,7/1/2024,Enterprise,44,1,7/25/2024,0,5412.58,71
3621,3622,Hernandez PLC,Retail,Europe,3/30/2025,Free,9,0,6/22/2025,0,54.58,23
3622,3623,"Simon, Carpenter and Matthews",Logistics,North America,5/22/2022,Free,4,0,8/2/2022,1,16.6,56
3623,3624,Brooks-White,Retail,North America,12/22/2025,Pro,33,1,3/2/2026,0,1011.28,46
3624,3625,Young Group,Manufacturing,Asia-Pacific,2/18/2025,Free,4,0,7/13/2025,1,18.28,5
3625,3626,Blake PLC,Finance,North America,1/19/2025,Basic,17,0,1/19/2025,0,240.24,24
3626,3627,Hoffman Group,Technology,North America,8/28/2023,Free,13,0,8/6/2024,0,117.48,24
3627,3628,Lee PLC,Retail,North America,10/28/2023,Basic,16,0,11/23/2023,0,286.87,21
3628,3629,Meza Inc,Technology,Asia-Pacific,5/16/2024,Free,3,1,8/8/2024,1,23.16,16
3629,3630,Martin-Reynolds,Retail,Europe,2/24/2025,Pro,29,1,3/2/2025,0,1002.13,30
3630,3631,"Cardenas, Kim and Hernandez",Technology,North America,6/26/2024,Free,8,0,8/24/2024,0,48.72,21
3631,3632,"Palmer, Bush and Santiago",Manufacturing,Asia-Pacific,2/25/2024,Free,7,0,5/17/2024,1,14.16,-5
3632,3633,"Garrett, Mueller and Thomas",Finance,North America,10/29/2024,Free,5,0,12/5/2024,1,11.15,36
3633,3634,Martin and Sons,Manufacturing,Latin America,9/30/2025,Free,5,0,10/7/2025,1,30.87,-9
3634,3635,Hines LLC,Logistics,North America,5/1/2023,Pro,36,3,7/5/2023,0,1066.22,30
3635,3636,"Tate, Shepherd and Bean",Retail,North America,2/28/2023,Pro,37,1,3/27/2023,0,922.37,65
3636,3637,Kelly-Bowers,Technology,Latin America,3/23/2024,Free,7,2,5/8/2024,1,56.29,-18
3637,3638,Cole and Sons,Technology,Asia-Pacific,11/8/2024,Pro,26,0,4/3/2025,0,1047.1,32
3638,3639,"Gomez, Martinez and Mora",Technology,Europe,2/7/2024,Free,3,0,4/6/2024,1,22.81,-12
3639,3640,Phillips Ltd,Retail,North America,9/9/2023,Basic,6,2,10/1/2023,1,249.14,13
3640,3641,"Ryan, Barker and Edwards",Manufacturing,Europe,5/24/2022,Basic,13,0,5/29/2022,0,239.55,5
3641,3642,"Rogers, Sims and Rich",Manufacturing,North America,12/7/2024,Free,4,0,4/13/2025,1,20.45,19
3642,3643,Peck-Moses,Logistics,Europe,1/24/2023,Pro,34,2,3/28/2023,0,1065.74,44
3643,3644,Nelson LLC,Technology,Asia-Pacific,2/13/2026,Enterprise,52,3,4/25/2026,0,5324.45,87
3644,3645,Green-Long,Manufacturing,Europe,8/20/2024,Pro,28,2,12/30/2024,0,1076.41,64
3645,3646,"Hall, Carpenter and Johnson",Finance,North America,11/5/2023,Pro,26,0,2/22/2024,0,1012.72,79
3646,3647,Anderson-Watson,Healthcare,Europe,12/5/2023,Basic,13,1,12/26/2023,0,308.08,41
3647,3648,"Jones, Gomez and Booker",Manufacturing,North America,9/19/2022,Pro,33,1,10/18/2022,0,909.56,35
3648,3649,Robinson and Sons,Finance,North America,6/23/2025,Basic,17,0,7/26/2025,0,328.03,22
3649,3650,Gibbs-Lopez,Logistics,Latin America,3/18/2026,Free,6,1,4/13/2026,1,26.02,4
3650,3651,Scott Group,Retail,Europe,11/15/2023,Basic,15,0,1/31/2024,0,277.44,48
3651,3652,Johnson Inc,Logistics,Europe,7/18/2022,Basic,10,0,7/26/2022,0,272.55,60
3652,3653,Mejia PLC,Manufacturing,Asia-Pacific,4/4/2025,Basic,18,1,4/10/2025,0,374.18,31
3653,3654,"Cook, Clark and Stark",Logistics,Europe,5/25/2022,Free,3,0,8/6/2022,1,23.4,-29
3654,3655,Patterson and Sons,Retail,North America,10/22/2022,Free,4,0,11/19/2022,1,22.06,15
3655,3656,"Gordon, Dixon and Herman",Retail,North America,12/22/2023,Pro,32,1,1/19/2024,0,992.43,17
3656,3657,Zamora-Smith,Finance,North America,5/23/2023,Pro,27,0,7/9/2023,0,952.08,33
3657,3658,Nguyen and Sons,Manufacturing,Europe,11/28/2025,Free,2,0,2/5/2026,1,10.05,-14
3658,3659,Thomas Ltd,Technology,North America,3/31/2026,Free,6,0,4/13/2026,1,15.7,-24
3659,3660,"Kelley, Jenkins and Sanders",Technology,North America,7/30/2022,Pro,29,2,10/9/2022,0,1077.42,12
3660,3661,Lopez-Young,Technology,North America,1/23/2026,Free,10,0,2/2/2026,0,84.46,-9
3661,3662,Webb PLC,Healthcare,North America,1/23/2024,Free,4,0,2/8/2024,1,33.21,-10
3662,3663,Thomas Group,Finance,Latin America,5/24/2024,Enterprise,43,2,8/5/2024,0,5296.07,78
3663,3664,"Miller, Frazier and Hunter",Logistics,Asia-Pacific,2/10/2024,Basic,14,0,3/30/2024,0,292.5,28
3664,3665,"Underwood, Irwin and Wyatt",Retail,Europe,9/14/2025,Pro,31,3,1/7/2026,0,1089.11,43
3665,3666,Ayala-Patton,Technology,Europe,8/24/2025,Enterprise,45,0,11/1/2025,0,5170.27,65
3666,3667,Rivera-Wilson,Healthcare,Europe,2/22/2025,Pro,33,3,3/13/2025,0,977.21,29
3667,3668,Woods LLC,Logistics,North America,5/4/2026,Free,7,0,5/27/2026,1,37.23,-41
3668,3669,Stone PLC,Finance,North America,11/8/2023,Free,2,0,12/3/2023,1,14.97,0
3669,3670,"Buckley, Walker and Hall",Technology,North America,7/1/2025,Basic,17,0,11/13/2025,0,340.9,-1
3670,3671,"Jones, Baker and Robinson",Logistics,North America,5/6/2025,Basic,9,0,6/17/2025,0,272.54,-8
3671,3672,Pham Group,Manufacturing,North America,4/16/2026,Free,4,0,8/3/2026,1,8.26,-12
3672,3673,"Campbell, Kennedy and Cherry",Retail,North America,8/29/2023,Basic,13,1,9/13/2023,0,249.41,-4
3673,3674,Riddle Group,Technology,North America,12/31/2022,Free,3,1,5/15/2023,1,25.52,37
3674,3675,Carney-Brewer,Healthcare,Europe,7/20/2023,Enterprise,43,1,12/13/2023,0,5177.73,50
3675,3676,"Anderson, Leonard and Gonzales",Manufacturing,North America,1/29/2026,Enterprise,68,5,6/6/2026,0,5434.51,41
3676,3677,Cooke-Rogers,Healthcare,Asia-Pacific,1/23/2025,Free,3,1,1/23/2025,1,22.46,28
3677,3678,Ramos-Vasquez,Logistics,Latin America,8/7/2022,Free,4,0,8/30/2022,1,26.89,41
3678,3679,"Cruz, Fischer and Hickman",Retail,Asia-Pacific,2/10/2024,Free,4,0,2/16/2024,1,26.97,-54
3679,3680,Mason-Reed,Logistics,North America,5/7/2026,Basic,26,0,9/1/2026,0,299.48,46
3680,3681,"Santiago, Bell and Brown",Retail,North America,4/25/2025,Basic,15,0,6/10/2025,0,302.51,49
3681,3682,"Larson, Morris and Dennis",Retail,North America,4/29/2026,Free,6,0,5/7/2026,1,40,-28
3682,3683,Lawrence and Sons,Retail,North America,7/30/2023,Enterprise,58,3,8/23/2023,0,5439.6,75
3683,3684,Scott Inc,Logistics,Europe,12/14/2024,Basic,12,1,3/30/2025,0,264.67,-4
3684,3685,Chaney PLC,Retail,Asia-Pacific,12/4/2022,Free,3,1,12/16/2022,1,28.98,-13
3685,3686,"Johnson, Santos and Joseph",Logistics,North America,10/29/2022,Free,5,0,11/17/2022,1,40.21,-20
3686,3687,Johnson-Martinez,Logistics,Latin America,12/5/2024,Basic,17,0,3/5/2025,0,336.09,8
3687,3688,Abbott and Sons,Retail,North America,7/17/2025,Basic,9,0,9/16/2025,0,227.26,16
3688,3689,Hudson-Lewis,Retail,North America,12/18/2024,Free,5,1,3/12/2025,1,22.53,-15
3689,3690,Hunter Ltd,Finance,North America,6/11/2024,Enterprise,47,2,7/1/2024,0,5118.69,37
3690,3691,Carlson-Barnes,Technology,Europe,1/12/2025,Free,3,0,1/15/2025,1,7.53,-85
3691,3692,Reyes-Burns,Healthcare,North America,3/27/2026,Basic,17,0,5/2/2026,0,311.07,59
3692,3693,"Smith, Robinson and Meadows",Finance,North America,3/5/2024,Pro,33,6,4/8/2024,0,970.13,56
3693,3694,Lambert Ltd,Retail,North America,10/13/2025,Free,3,0,11/10/2025,1,19.2,29
3694,3695,Chambers-Morris,Retail,North America,5/29/2022,Basic,18,0,6/18/2022,0,359.22,-4
3695,3696,Powell Ltd,Finance,Asia-Pacific,3/25/2026,Basic,13,1,4/8/2026,0,302,-2
3696,3697,"Lewis, Williams and Mullen",Healthcare,North America,4/15/2026,Free,12,0,10/16/2026,0,30.36,-69
3697,3698,Hartman-Cooper,Retail,Latin America,4/29/2023,Enterprise,40,0,6/23/2023,0,5236.07,87
3698,3699,Adams-Winters,Healthcare,Latin America,7/13/2022,Basic,21,1,9/15/2022,0,294.28,57
3699,3700,Vasquez-Ayala,Finance,Europe,4/4/2026,Basic,10,0,4/6/2026,0,263.5,52
3700,3701,Martinez-Wells,Retail,Asia-Pacific,2/17/2026,Pro,27,3,2/25/2026,0,871.11,47
3701,3702,Howard PLC,Healthcare,Asia-Pacific,6/13/2023,Enterprise,48,4,8/17/2023,0,5270.52,53
3702,3703,Rice-Cook,Technology,North America,8/29/2022,Free,3,0,10/20/2022,1,23.35,-22
3703,3704,Padilla-Burns,Finance,Europe,10/8/2022,Enterprise,40,2,11/6/2022,0,5350.58,59
3704,3705,"Lloyd, Flores and Marshall",Logistics,Europe,11/27/2025,Free,4,0,1/4/2026,1,39.16,12
3705,3706,Thomas Inc,Retail,Asia-Pacific,7/13/2022,Basic,11,1,7/31/2022,0,270.8,-3
3706,3707,"Cook, White and Alexander",Technology,Asia-Pacific,9/20/2022,Basic,14,0,10/27/2022,0,231.9,45
3707,3708,Jackson-Robles,Manufacturing,Asia-Pacific,5/11/2023,Free,5,1,7/25/2023,1,27.88,31
3708,3709,Hall-Barnett,Healthcare,Asia-Pacific,1/10/2026,Free,7,0,2/11/2026,1,54.86,0
3709,3710,Wright LLC,Retail,North America,9/3/2023,Basic,16,1,11/23/2023,0,343.27,49
3710,3711,"Palmer, Taylor and Carroll",Technology,North America,5/29/2022,Basic,11,1,7/16/2022,0,231.79,0
3711,3712,Peterson-Chan,Manufacturing,North America,10/18/2022,Basic,14,1,11/20/2022,0,240.03,19
3712,3713,Anderson-King,Finance,North America,2/3/2023,Basic,16,0,2/15/2023,0,328.71,27
3713,3714,"Hernandez, Hays and Adams",Logistics,North America,10/25/2022,Free,4,0,11/25/2022,1,30.69,-41
3714,3715,"Perry, Phillips and Rhodes",Finance,Latin America,5/9/2023,Pro,21,0,7/7/2023,0,918.12,21
3715,3716,Valdez-Ford,Healthcare,Asia-Pacific,10/20/2025,Free,1,0,12/24/2025,1,5.19,-12
3716,3717,"Harris, Dixon and Tate",Technology,North America,4/6/2025,Basic,15,0,4/27/2025,0,332.5,23
3717,3718,Brandt Ltd,Technology,North America,10/10/2025,Basic,11,0,11/14/2025,0,234.13,22
3718,3719,Lopez LLC,Logistics,North America,9/28/2022,Free,9,0,10/23/2022,0,25.43,1
3719,3720,"Adams, Sullivan and Pearson",Healthcare,North America,5/7/2026,Free,6,0,6/20/2026,1,53.36,-24
3720,3721,Warren Inc,Finance,North America,3/4/2025,Basic,11,0,4/25/2025,0,287.36,2
3721,3722,"Tran, Rollins and Dennis",Manufacturing,Europe,5/24/2022,Pro,27,2,5/31/2022,0,1029.88,61
3722,3723,Thompson-Wise,Retail,North America,4/24/2025,Free,8,1,5/9/2025,0,32.37,4
3723,3724,Silva-Jackson,Manufacturing,North America,2/11/2023,Pro,33,2,4/10/2023,0,1027.69,75
3724,3725,Caldwell-Reilly,Manufacturing,North America,10/2/2023,Basic,15,2,3/20/2024,0,263.6,9
3725,3726,"Washington, Kline and Stone",Logistics,Asia-Pacific,1/11/2024,Basic,22,2,1/11/2024,0,252.91,-38
3726,3727,"Bennett, Vasquez and Potter",Technology,Europe,10/24/2023,Enterprise,50,2,12/23/2023,0,5439.72,42
3727,3728,"Green, Coleman and Bryan",Technology,North America,2/25/2023,Basic,17,1,6/16/2023,0,310.27,-10
3728,3729,Huber-Rodgers,Finance,Europe,3/20/2026,Basic,16,0,5/6/2026,0,314.96,47
3729,3730,Robinson and Sons,Retail,North America,2/26/2024,Free,8,2,6/2/2024,0,31.9,33
3730,3731,Bates-Gillespie,Manufacturing,North America,9/11/2022,Free,4,0,2/15/2023,1,30.12,-26
3731,3732,"Le, Ramirez and Hamilton",Logistics,Asia-Pacific,8/12/2025,Basic,19,1,8/18/2025,0,314.21,4
3732,3733,"Moss, Rivera and Skinner",Manufacturing,Europe,12/2/2023,Basic,16,0,12/6/2023,0,299.01,6
3733,3734,Martinez-Yu,Healthcare,North America,10/6/2022,Basic,11,0,5/11/2023,0,283.8,-38
3734,3735,"Bennett, Wells and Carr",Finance,Europe,10/11/2023,Pro,31,1,11/19/2023,0,988.23,62
3735,3736,Jenkins-Chapman,Manufacturing,Europe,4/8/2024,Basic,19,0,4/22/2024,0,332.18,35
3736,3737,Brewer Group,Technology,Europe,3/9/2025,Basic,18,0,3/11/2025,0,257.85,32
3737,3738,Williams PLC,Manufacturing,North America,9/22/2022,Free,4,0,11/13/2022,1,13.11,-27
3738,3739,Watson-Mills,Retail,North America,1/29/2025,Enterprise,47,0,4/18/2025,0,5217.49,46
3739,3740,Solomon-Anderson,Technology,Asia-Pacific,1/12/2026,Basic,16,1,1/17/2026,0,330.38,51
3740,3741,"Wood, Hernandez and Curtis",Finance,North America,4/29/2025,Pro,30,1,7/14/2025,0,958,52
3741,3742,"Reed, Rose and Ryan",Manufacturing,Europe,10/12/2025,Free,4,1,10/18/2025,1,19.92,1
3742,3743,Williams LLC,Retail,North America,10/21/2023,Pro,25,1,11/10/2023,0,865.15,23
3743,3744,"Bryant, White and Torres",Technology,Asia-Pacific,10/15/2024,Pro,34,2,11/25/2024,0,1093.05,63
3744,3745,Martinez-Carey,Manufacturing,North America,9/10/2023,Basic,9,0,11/22/2023,0,243.51,-17
3745,3746,Wilkins-Drake,Logistics,North America,1/9/2023,Enterprise,42,3,3/22/2023,0,5228.58,55
3746,3747,Montgomery LLC,Finance,North America,8/31/2024,Free,1,0,10/28/2024,1,7.32,-38
3747,3748,Gomez Ltd,Finance,North America,3/5/2026,Basic,18,1,4/6/2026,0,335.9,9
3748,3749,"Brown, Salas and Steele",Manufacturing,North America,8/15/2025,Enterprise,53,3,10/5/2025,0,5412.06,92
3749,3750,Riley and Sons,Technology,Asia-Pacific,6/24/2024,Basic,15,0,8/21/2024,0,270.79,-2
3750,3751,"Campbell, Carter and Edwards",Manufacturing,Latin America,10/10/2024,Enterprise,52,3,1/20/2025,0,5326.16,88
3751,3752,Richards-Good,Retail,North America,1/25/2026,Basic,18,1,2/17/2026,0,253.29,47
3752,3753,Mercado-Case,Manufacturing,Asia-Pacific,7/19/2022,Free,5,0,7/22/2022,1,39.59,-15
3753,3754,Henry Ltd,Logistics,Europe,9/23/2022,Enterprise,48,1,10/26/2022,0,5449.22,69
3754,3755,"Martinez, Pope and Quinn",Finance,Europe,2/8/2024,Free,2,0,3/30/2024,1,16.72,23
3755,3756,Russell-Dodson,Healthcare,North America,11/28/2025,Enterprise,39,0,1/6/2026,0,5094.23,69
3756,3757,Matthews-James,Finance,Latin America,5/1/2024,Pro,27,1,5/25/2024,0,1032.99,35
3757,3758,Gray-Walker,Manufacturing,Europe,7/16/2022,Basic,12,0,8/21/2022,0,276.1,97
3758,3759,Martinez-Morgan,Logistics,North America,10/24/2023,Free,7,1,11/20/2023,1,23.37,-5
3759,3760,"Mooney, Sandoval and Moore",Healthcare,Europe,7/2/2022,Enterprise,41,2,9/17/2022,0,5389.75,58
3760,3761,"Wilkerson, Norton and Morales",Finance,North America,3/16/2024,Basic,12,0,4/9/2024,0,278.83,3
3761,3762,Singleton-Guerrero,Healthcare,Latin America,8/30/2024,Free,5,0,11/5/2024,1,14.47,19
3762,3763,Howard-Williams,Logistics,Europe,6/15/2024,Basic,13,0,6/26/2024,0,250.82,52
3763,3764,"Lucas, Sims and Choi",Finance,North America,2/1/2023,Enterprise,55,0,3/22/2023,0,5451.63,69
3764,3765,Clark LLC,Technology,North America,10/17/2024,Free,2,0,10/19/2024,1,7.07,-42
3765,3766,"Warren, Leblanc and Ramirez",Healthcare,Asia-Pacific,6/13/2024,Basic,17,1,10/19/2024,0,236.3,47
3766,3767,"Hernandez, Hudson and Torres",Logistics,North America,7/1/2024,Pro,30,1,8/17/2024,0,942.77,59
3767,3768,Franklin Group,Manufacturing,North America,1/27/2026,Free,2,0,6/18/2026,1,14.73,-9
3768,3769,Chan-Vega,Retail,North America,6/17/2025,Pro,28,1,7/27/2025,0,957.66,30
3769,3770,Garcia-White,Finance,North America,9/10/2023,Free,4,1,9/16/2023,1,34.74,-53
3770,3771,"Washington, Jimenez and Alexander",Logistics,Europe,11/17/2023,Enterprise,41,2,11/29/2023,0,5320.78,79
3771,3772,Bradley-Sanford,Finance,North America,9/16/2025,Pro,25,0,11/18/2025,0,1043.9,2
3772,3773,Diaz-Lewis,Retail,Asia-Pacific,3/21/2024,Enterprise,56,4,3/24/2024,0,5117.04,69
3773,3774,Johnson-Ray,Finance,Asia-Pacific,3/30/2023,Enterprise,40,0,4/22/2023,0,5359.5,49
3774,3775,Ingram-Conley,Logistics,Europe,10/1/2025,Free,4,0,10/12/2025,1,14.96,-1
3775,3776,Wilson-Miller,Finance,Europe,10/3/2023,Enterprise,55,4,2/29/2024,0,5535.74,45
3776,3777,"Webb, Martin and Hooper",Logistics,North America,2/23/2025,Pro,30,2,8/30/2025,0,994.68,35
3777,3778,"Scott, Kelley and Kim",Technology,North America,9/14/2025,Pro,35,4,3/17/2026,0,976.88,56
3778,3779,Orozco Group,Healthcare,North America,8/17/2022,Free,6,0,1/11/2023,1,47.62,23
3779,3780,Atkins Inc,Manufacturing,Asia-Pacific,4/1/2026,Basic,15,0,6/20/2026,0,255.6,-8
3780,3781,"Rogers, Robinson and Williams",Logistics,Europe,3/14/2025,Pro,38,2,3/15/2025,0,1005.77,49
3781,3782,Fernandez PLC,Manufacturing,Latin America,9/29/2023,Free,2,0,10/15/2023,1,5.33,-33
3782,3783,"Rasmussen, Blackwell and Blankenship",Finance,North America,10/21/2022,Free,4,0,10/23/2022,1,24.28,19
3783,3784,Oneill Group,Retail,Europe,5/1/2025,Basic,16,0,5/12/2025,0,354.03,-6
3784,3785,"Harris, Gregory and Chan",Manufacturing,Asia-Pacific,8/18/2024,Free,2,1,9/19/2024,1,8.35,1
3785,3786,Jones-Caldwell,Finance,Asia-Pacific,7/3/2022,Free,6,0,7/18/2022,1,44.38,6
3786,3787,Schneider and Sons,Healthcare,North America,1/12/2026,Free,3,0,2/23/2026,1,11.67,-29
3787,3788,"Douglas, Hansen and Gonzalez",Technology,Latin America,4/3/2025,Pro,37,4,4/29/2025,0,1007.33,36
3788,3789,Lucas Group,Logistics,North America,2/16/2025,Basic,20,3,4/21/2025,0,248.2,10
3789,3790,"Jones, Young and Ballard",Finance,Asia-Pacific,6/16/2024,Enterprise,48,5,6/24/2024,0,5353.32,59
3790,3791,Guzman Inc,Manufacturing,Latin America,7/14/2022,Basic,15,1,8/3/2022,0,235.64,-11
3791,3792,"Hoffman, Smith and Garcia",Retail,Latin America,5/4/2023,Pro,30,2,9/12/2023,0,892.45,2
3792,3793,Patel-Wright,Healthcare,North America,1/29/2025,Free,6,0,2/8/2025,1,59.66,50
3793,3794,Adams and Sons,Retail,North America,4/6/2023,Free,3,0,5/13/2023,1,11.67,18
3794,3795,"Stokes, Mata and Mosley",Finance,North America,7/13/2025,Basic,13,1,9/19/2025,0,228.73,-8
3795,3796,"Mitchell, Vasquez and Munoz",Retail,North America,1/21/2024,Free,7,0,4/11/2024,1,60.67,-8
3796,3797,Moon Ltd,Manufacturing,North America,10/22/2022,Free,3,0,12/4/2022,1,23.34,-11
3797,3798,Wright LLC,Healthcare,North America,8/3/2023,Free,10,1,10/23/2023,0,83.86,-7
3798,3799,Williams-Wilson,Logistics,Europe,12/7/2022,Pro,39,2,1/19/2023,0,1032.19,12
3799,3800,Smith Group,Technology,Asia-Pacific,11/22/2024,Free,3,2,12/8/2024,1,29.68,19
3800,3801,Robinson Ltd,Healthcare,North America,1/9/2024,Enterprise,38,0,1/23/2024,0,5238.29,66
3801,3802,Martin-Singh,Manufacturing,Europe,5/15/2023,Pro,14,1,8/1/2023,0,833.4,38
3802,3803,Villanueva Ltd,Manufacturing,North America,7/24/2025,Free,8,0,1/15/2026,0,68.59,2
3803,3804,"Hawkins, Rosales and Gill",Manufacturing,North America,1/27/2026,Free,5,0,2/18/2026,1,26.91,-55
3804,3805,Williams Ltd,Retail,North America,8/10/2022,Basic,16,1,9/26/2022,0,296.96,7
3805,3806,"Smith, Strickland and Holland",Technology,Europe,1/9/2024,Basic,18,0,2/29/2024,0,304.1,59
3806,3807,Lee-Christian,Healthcare,North America,12/30/2023,Pro,26,1,1/13/2024,0,863.53,59
3807,3808,Martin LLC,Technology,North America,2/23/2023,Basic,22,3,3/18/2023,0,279.26,54
3808,3809,Massey PLC,Technology,North America,7/30/2022,Basic,14,2,8/13/2022,0,311.78,34
3809,3810,Howard LLC,Retail,Asia-Pacific,3/8/2024,Free,5,0,3/25/2024,1,27.16,-11
3810,3811,Glass-Porter,Logistics,North America,9/20/2023,Free,4,0,3/14/2024,1,38.74,-4
3811,3812,"Jenkins, Collins and Blair",Logistics,Asia-Pacific,9/15/2022,Basic,17,1,11/9/2022,0,241.56,44
3812,3813,King-Flores,Retail,North America,12/15/2025,Basic,15,0,3/24/2026,0,314.04,36
3813,3814,"Williams, Kennedy and Pierce",Retail,North America,2/23/2023,Free,5,0,5/13/2023,1,32.54,53
3814,3815,"Johnson, Smith and Coleman",Manufacturing,Europe,1/29/2023,Enterprise,52,2,4/1/2023,0,5128.77,49
3815,3816,"Mccoy, Rowe and Hicks",Finance,North America,3/28/2024,Basic,9,0,9/18/2024,0,239.25,24
3816,3817,Harding Inc,Manufacturing,Latin America,11/6/2024,Basic,14,1,2/5/2025,0,304.25,8
3817,3818,Davies-Hopkins,Retail,Europe,8/26/2024,Free,2,0,10/25/2024,1,16.94,12
3818,3819,Hall-Torres,Healthcare,Asia-Pacific,6/24/2022,Free,6,0,8/14/2022,1,49.84,3
3819,3820,Winters-Miller,Logistics,Latin America,2/12/2024,Pro,35,1,4/26/2024,0,1142.17,34
3820,3821,"Peterson, Giles and Barrera",Technology,North America,5/19/2025,Free,4,0,6/9/2025,1,19.37,39
3821,3822,Rodriguez Ltd,Healthcare,Latin America,9/28/2022,Basic,11,0,12/15/2022,0,272.7,53
3822,3823,"George, Haney and Rodriguez",Healthcare,North America,1/11/2026,Basic,11,0,1/18/2026,0,286.36,30
3823,3824,"Spence, Contreras and Snyder",Technology,Latin America,11/11/2025,Free,3,0,12/5/2025,1,6.43,44
3824,3825,"Francis, Miller and Meadows",Retail,Latin America,3/31/2025,Pro,33,1,4/30/2025,0,1124.89,18
3825,3826,Burch-Miller,Retail,Europe,10/14/2022,Basic,20,4,11/20/2022,0,346.96,18
3826,3827,Martinez-Jones,Logistics,North America,11/18/2022,Enterprise,45,1,2/17/2023,0,5188.59,43
3827,3828,Campbell PLC,Healthcare,North America,8/31/2025,Free,6,0,11/14/2025,1,45.59,-23
3828,3829,"Huang, Tate and Anderson",Retail,Europe,5/6/2026,Basic,16,0,6/9/2026,0,289.87,59
3829,3830,"Choi, Mitchell and Massey",Retail,North America,5/15/2024,Basic,17,2,6/30/2024,0,295.69,-10
3830,3831,Lester Inc,Logistics,Asia-Pacific,5/23/2023,Free,2,1,7/5/2023,1,6.91,-13
3831,3832,Edwards-Payne,Manufacturing,North America,1/6/2025,Basic,21,1,1/31/2025,0,325.43,26
3832,3833,"Wilson, Nelson and Mclaughlin",Manufacturing,North America,6/23/2025,Basic,16,0,6/24/2025,0,328.06,5
3833,3834,Bauer Group,Technology,Asia-Pacific,10/8/2024,Basic,13,2,11/9/2024,0,247.54,-43
3834,3835,Shaffer-Mccarthy,Retail,North America,6/15/2022,Free,4,0,7/8/2022,1,19.99,15
3835,3836,Turner and Sons,Finance,North America,11/22/2025,Basic,12,1,11/28/2025,0,310.01,13
3836,3837,Moore Ltd,Logistics,North America,12/15/2022,Free,10,0,3/27/2023,0,45.03,-19
3837,3838,"Thompson, Collins and Berger",Finance,Europe,1/11/2026,Free,6,0,1/25/2026,1,52.6,-29
3838,3839,Tanner-Williamson,Finance,North America,11/20/2024,Free,7,0,12/5/2024,1,47.83,-14
3839,3840,Shea LLC,Retail,Europe,4/2/2023,Free,5,0,4/28/2023,1,19.03,-55
3840,3841,"Ward, Brown and Logan",Technology,Latin America,6/15/2022,Free,3,0,7/25/2022,1,26.73,11
3841,3842,"Obrien, Hernandez and Miranda",Retail,Europe,3/10/2026,Free,12,0,4/7/2026,0,61.9,9
3842,3843,Lopez-Jones,Retail,North America,8/21/2023,Enterprise,45,1,11/3/2023,0,5206.86,64
3843,3844,Frost Ltd,Manufacturing,Europe,1/15/2026,Basic,11,1,2/28/2026,0,294.16,-5
3844,3845,Galvan-Berry,Finance,North America,5/6/2024,Pro,36,1,5/16/2024,0,1113.79,23
3845,3846,Fischer Ltd,Technology,North America,10/26/2024,Basic,20,0,11/22/2024,0,265.7,50
3846,3847,Diaz-Hall,Finance,North America,3/6/2024,Basic,17,2,4/14/2024,0,368.99,25
3847,3848,Walker-Atkins,Logistics,North America,4/13/2025,Basic,21,2,11/6/2025,0,298.84,34
3848,3849,"Larson, Dawson and Bradford",Healthcare,Asia-Pacific,12/6/2023,Pro,29,0,1/7/2024,0,864.33,55
3849,3850,Harris-Huff,Retail,Latin America,10/31/2023,Basic,15,0,1/23/2024,0,330.87,16
3850,3851,"Phillips, Reeves and Hayes",Logistics,North America,7/19/2022,Free,5,0,10/10/2022,1,32.05,23
3851,3852,Davis-Acevedo,Healthcare,North America,3/12/2023,Free,6,0,3/29/2023,1,57.56,5
3852,3853,Mitchell Ltd,Manufacturing,Europe,6/19/2025,Free,3,1,7/7/2025,1,14.67,-37
3853,3854,"Jackson, Russell and Rasmussen",Manufacturing,North America,7/30/2023,Pro,28,0,2/5/2024,0,1000.6,78
3854,3855,"Shea, Gordon and Anderson",Healthcare,North America,9/16/2023,Free,3,1,11/7/2023,1,8.97,11
3855,3856,"Smith, Hunt and Lawrence",Logistics,Europe,11/11/2025,Free,4,0,2/9/2026,1,34.31,10
3856,3857,King-Smith,Retail,Latin America,11/7/2025,Free,5,0,5/10/2026,1,45.05,-21
3857,3858,"Cohen, Sharp and Church",Logistics,Asia-Pacific,8/24/2022,Pro,27,0,9/19/2022,0,963.7,26
3858,3859,Wilson Ltd,Retail,North America,9/24/2025,Basic,27,1,11/30/2025,0,440.22,56
